,stage,time_index,time_step
0,W,0,30
1,W,30,30
2,N1,60,30
3,N1,90,30
4,N1,120,30
5,N1,150,30
6,W,180,30
7,N1,210,30
8,N1,240,30
9,N1,270,30
10,N1,300,30
11,N1,330,30
12,N2,360,30
13,N2,390,30
14,W,420,30
15,N1,450,30
16,N1,480,30
17,N1,510,30
18,N1,540,30
19,N1,570,30
20,N2,600,30
21,N1,630,30
22,N1,660,30
23,N1,690,30
24,N2,720,30
25,N2,750,30
26,N2,780,30
27,N2,810,30
28,N2,840,30
29,N2,870,30
30,N2,900,30
31,N2,930,30
32,N2,960,30
33,N2,990,30
34,N2,1020,30
35,N2,1050,30
36,N2,1080,30
37,N2,1110,30
38,N3,1140,30
39,N3,1170,30
40,N3,1200,30
41,N3,1230,30
42,N3,1260,30
43,N3,1290,30
44,N3,1320,30
45,N3,1350,30
46,N3,1380,30
47,N3,1410,30
48,N3,1440,30
49,N3,1470,30
50,N3,1500,30
51,N3,1530,30
52,N3,1560,30
53,N3,1590,30
54,N3,1620,30
55,N3,1650,30
56,N3,1680,30
57,N3,1710,30
58,N3,1740,30
59,N3,1770,30
60,N3,1800,30
61,N3,1830,30
62,N3,1860,30
63,N3,1890,30
64,N3,1920,30
65,N3,1950,30
66,N3,1980,30
67,N3,2010,30
68,N3,2040,30
69,N3,2070,30
70,N3,2100,30
71,N3,2130,30
72,N3,2160,30
73,N3,2190,30
74,N3,2220,30
75,N3,2250,30
76,N3,2280,30
77,N3,2310,30
78,N3,2340,30
79,N3,2370,30
80,N3,2400,30
81,N3,2430,30
82,N3,2460,30
83,N3,2490,30
84,N3,2520,30
85,N3,2550,30
86,W,2580,30
87,W,2610,30
88,W,2640,30
89,W,2670,30
90,N1,2700,30
91,W,2730,30
92,W,2760,30
93,W,2790,30
94,W,2820,30
95,W,2850,30
96,W,2880,30
97,W,2910,30
98,W,2940,30
99,W,2970,30
100,W,3000,30
101,W,3030,30
102,W,3060,30
103,W,3090,30
104,W,3120,30
105,W,3150,30
106,W,3180,30
107,W,3210,30
108,W,3240,30
109,W,3270,30
110,W,3300,30
111,N1,3330,30
112,N1,3360,30
113,N1,3390,30
114,N1,3420,30
115,N1,3450,30
116,N1,3480,30
117,N2,3510,30
118,N2,3540,30
119,N1,3570,30
120,N2,3600,30
121,N2,3630,30
122,N1,3660,30
123,N1,3690,30
124,N2,3720,30
125,N2,3750,30
126,N2,3780,30
127,N1,3810,30
128,N2,3840,30
129,N2,3870,30
130,N2,3900,30
131,N2,3930,30
132,N2,3960,30
133,N2,3990,30
134,N2,4020,30
135,N2,4050,30
136,N2,4080,30
137,N2,4110,30
138,N2,4140,30
139,N2,4170,30
140,N2,4200,30
141,N2,4230,30
142,N2,4260,30
143,N2,4290,30
144,N2,4320,30
145,N2,4350,30
146,N2,4380,30
147,N3,4410,30
148,N3,4440,30
149,N2,4470,30
150,N3,4500,30
151,N3,4530,30
152,N3,4560,30
153,N2,4590,30
154,N3,4620,30
155,N3,4650,30
156,N3,4680,30
157,N3,4710,30
158,N3,4740,30
159,N3,4770,30
160,N3,4800,30
161,N3,4830,30
162,N3,4860,30
163,N3,4890,30
164,N3,4920,30
165,N2,4950,30
166,N2,4980,30
167,N3,5010,30
168,N3,5040,30
169,N2,5070,30
170,N2,5100,30
171,N3,5130,30
172,N3,5160,30
173,N3,5190,30
174,N3,5220,30
175,N3,5250,30
176,N3,5280,30
177,N3,5310,30
178,N3,5340,30
179,N3,5370,30
180,N3,5400,30
181,N3,5430,30
182,N3,5460,30
183,N3,5490,30
184,N3,5520,30
185,N3,5550,30
186,N3,5580,30
187,N3,5610,30
188,N3,5640,30
189,N3,5670,30
190,N3,5700,30
191,N3,5730,30
192,N3,5760,30
193,N3,5790,30
194,N3,5820,30
195,N2,5850,30
196,N2,5880,30
197,N2,5910,30
198,N2,5940,30
199,N2,5970,30
200,N2,6000,30
201,N2,6030,30
202,N2,6060,30
203,N2,6090,30
204,N2,6120,30
205,N2,6150,30
206,N2,6180,30
207,N1,6210,30
208,N2,6240,30
209,N2,6270,30
210,N2,6300,30
211,N3,6330,30
212,N2,6360,30
213,N3,6390,30
214,N2,6420,30
215,N3,6450,30
216,N3,6480,30
217,N2,6510,30
218,N3,6540,30
219,N2,6570,30
220,N2,6600,30
221,N3,6630,30
222,N3,6660,30
223,N3,6690,30
224,N3,6720,30
225,N3,6750,30
226,N2,6780,30
227,N2,6810,30
228,R,6840,30
229,N2,6870,30
230,R,6900,30
231,R,6930,30
232,R,6960,30
233,R,6990,30
234,R,7020,30
235,R,7050,30
236,R,7080,30
237,R,7110,30
238,R,7140,30
239,R,7170,30
240,R,7200,30
241,R,7230,30
242,R,7260,30
243,R,7290,30
244,N1,7320,30
245,R,7350,30
246,R,7380,30
247,R,7410,30
248,R,7440,30
249,R,7470,30
250,R,7500,30
251,R,7530,30
252,R,7560,30
253,R,7590,30
254,R,7620,30
255,R,7650,30
256,R,7680,30
257,R,7710,30
258,R,7740,30
259,R,7770,30
260,R,7800,30
261,R,7830,30
262,R,7860,30
263,R,7890,30
264,R,7920,30
265,R,7950,30
266,R,7980,30
267,R,8010,30
268,R,8040,30
269,R,8070,30
270,R,8100,30
271,R,8130,30
272,N1,8160,30
273,N1,8190,30
274,N1,8220,30
275,N2,8250,30
276,N2,8280,30
277,N2,8310,30
278,N2,8340,30
279,N2,8370,30
280,N2,8400,30
281,N2,8430,30
282,N2,8460,30
283,N2,8490,30
284,N2,8520,30
285,N2,8550,30
286,N2,8580,30
287,N2,8610,30
288,N2,8640,30
289,N2,8670,30
290,N2,8700,30
291,N2,8730,30
292,N2,8760,30
293,N2,8790,30
294,N2,8820,30
295,N2,8850,30
296,N2,8880,30
297,N2,8910,30
298,N2,8940,30
299,N2,8970,30
300,N2,9000,30
301,N2,9030,30
302,N2,9060,30
303,N2,9090,30
304,N2,9120,30
305,N2,9150,30
306,N3,9180,30
